## This is an edited version of migrant_journey_updated..._b.csv
## Dep. joining or accompanying => Dep_J_A
## Zero expired rows were omited. I've put them back in. 
## Africa Sub-Saharan => Sub_Saharan_Africa
nationality,year_issued,visa_cat_broad,year,status_year_end,value
China,2014,Dep_J_A,2015,Valid visa,269
China,2014,Dep_J_A,2016,Expired,744
China,2014,Dep_J_A,2016,Valid visa,257
China,2014,Dep_J_A,2017,Expired,769
China,2014,Dep_J_A,2017,Valid visa,232
China,2014,Dep_J_A,2018,Expired,772
China,2014,Dep_J_A,2018,Valid visa,229
China,2014,Dep_J_A,2019,Expired,781
China,2014,Dep_J_A,2019,Valid visa,220
China,2014,Dep_J_A,2020,Expired,797
China,2014,Dep_J_A,2020,Valid visa,204
China,2015,Dep_J_A,2015,Expired,83
China,2015,Dep_J_A,2015,Valid visa,909
China,2015,Dep_J_A,2016,Expired,713
China,2015,Dep_J_A,2016,Valid visa,279
China,2015,Dep_J_A,2017,Expired,731
China,2015,Dep_J_A,2017,Valid visa,261
China,2015,Dep_J_A,2018,Expired,749
China,2015,Dep_J_A,2018,Valid visa,243
China,2015,Dep_J_A,2019,Expired,750
China,2015,Dep_J_A,2019,Valid visa,242
China,2015,Dep_J_A,2020,Expired,793
China,2015,Dep_J_A,2020,Valid visa,199
China,2016,Dep_J_A,2016,Expired,99
China,2016,Dep_J_A,2016,Valid visa,934
China,2016,Dep_J_A,2017,Expired,867
China,2016,Dep_J_A,2017,Valid visa,166
China,2016,Dep_J_A,2018,Expired,885
China,2016,Dep_J_A,2018,Valid visa,148
China,2016,Dep_J_A,2019,Expired,901
China,2016,Dep_J_A,2019,Valid visa,132
China,2016,Dep_J_A,2020,Expired,909
China,2016,Dep_J_A,2020,Valid visa,124
China,2017,Dep_J_A,2017,Expired,113
China,2017,Dep_J_A,2017,Valid visa,949
China,2017,Dep_J_A,2018,Expired,860
China,2017,Dep_J_A,2018,Valid visa,202
China,2017,Dep_J_A,2019,Expired,873
China,2017,Dep_J_A,2019,Valid visa,189
China,2017,Dep_J_A,2020,Expired,915
China,2017,Dep_J_A,2020,Valid visa,147
China,2018,Dep_J_A,2018,Expired,104
China,2018,Dep_J_A,2018,Valid visa,830
China,2018,Dep_J_A,2019,Expired,845
China,2018,Dep_J_A,2019,Valid visa,89
China,2018,Dep_J_A,2020,Expired,851
China,2018,Dep_J_A,2020,Valid visa,83
China,2019,Dep_J_A,2019,Expired,130
China,2019,Dep_J_A,2019,Valid visa,1088
China,2019,Dep_J_A,2020,Expired,1065
China,2019,Dep_J_A,2020,Valid visa,153
China,2020,Dep_J_A,2020,Expired,70
China,2020,Dep_J_A,2020,Valid visa,282
China,2004,Family,2004,Expired,6
China,2004,Family,2004,Valid visa,692
China,2004,Family,2005,Expired,21
China,2004,Family,2005,Valid visa,677
China,2004,Family,2006,Expired,86
China,2004,Family,2006,Valid visa,612
China,2004,Family,2007,Expired,96
China,2004,Family,2007,Valid visa,602
China,2004,Family,2008,Expired,117
China,2004,Family,2008,Valid visa,581
China,2004,Family,2009,Expired,134
China,2004,Family,2009,Valid visa,564
China,2004,Family,2010,Expired,134
China,2004,Family,2010,Valid visa,564
China,2004,Family,2011,Expired,134
China,2004,Family,2011,Valid visa,564
China,2004,Family,2012,Expired,134
China,2004,Family,2012,Valid visa,564
China,2004,Family,2013,Expired,134
China,2004,Family,2013,Valid visa,564
China,2004,Family,2014,Expired,134
China,2004,Family,2014,Valid visa,564
China,2004,Family,2015,Expired,134
China,2004,Family,2015,Valid visa,564
China,2004,Family,2016,Expired,134
China,2004,Family,2016,Valid visa,564
China,2004,Family,2017,Expired,134
China,2004,Family,2017,Valid visa,564
China,2004,Family,2018,Expired,134
China,2004,Family,2018,Valid visa,564
China,2004,Family,2019,Expired,134
China,2004,Family,2019,Valid visa,564
China,2004,Family,2020,Expired,134
China,2004,Family,2020,Valid visa,564
China,2005,Family,2005,Expired,7
China,2005,Family,2005,Valid visa,598
China,2005,Family,2006,Expired,17
China,2005,Family,2006,Valid visa,588
China,2005,Family,2007,Expired,77
China,2005,Family,2007,Valid visa,528
China,2005,Family,2008,Expired,87
China,2005,Family,2008,Valid visa,518
China,2005,Family,2009,Expired,108
China,2005,Family,2009,Valid visa,497
China,2005,Family,2010,Expired,124
China,2005,Family,2010,Valid visa,481
China,2005,Family,2011,Expired,125
China,2005,Family,2011,Valid visa,480
China,2005,Family,2012,Expired,125
China,2005,Family,2012,Valid visa,480
China,2005,Family,2013,Expired,125
China,2005,Family,2013,Valid visa,480
China,2005,Family,2014,Expired,126
China,2005,Family,2014,Valid visa,479
China,2005,Family,2015,Expired,126
China,2005,Family,2015,Valid visa,479
China,2005,Family,2016,Expired,126
China,2005,Family,2016,Valid visa,479
China,2005,Family,2017,Expired,126
China,2005,Family,2017,Valid visa,479
China,2005,Family,2018,Expired,126
China,2005,Family,2018,Valid visa,479
China,2005,Family,2019,Expired,126
China,2005,Family,2019,Valid visa,479
China,2005,Family,2020,Expired,126
China,2005,Family,2020,Valid visa,479
China,2006,Family,2006,Expired,11
China,2006,Family,2006,Valid visa,861
China,2006,Family,2007,Expired,25
China,2006,Family,2007,Valid visa,847
China,2006,Family,2008,Expired,110
China,2006,Family,2008,Valid visa,762
China,2006,Family,2009,Expired,123
China,2006,Family,2009,Valid visa,749
China,2006,Family,2010,Expired,146
China,2006,Family,2010,Valid visa,726
China,2006,Family,2011,Expired,153
China,2006,Family,2011,Valid visa,719
China,2006,Family,2012,Expired,155
China,2006,Family,2012,Valid visa,717
China,2006,Family,2013,Expired,155
China,2006,Family,2013,Valid visa,717
China,2006,Family,2014,Expired,155
China,2006,Family,2014,Valid visa,717
China,2006,Family,2015,Expired,156
China,2006,Family,2015,Valid visa,716
China,2006,Family,2016,Expired,156
China,2006,Family,2016,Valid visa,716
China,2006,Family,2017,Expired,156
China,2006,Family,2017,Valid visa,716
China,2006,Family,2018,Expired,156
China,2006,Family,2018,Valid visa,716
China,2006,Family,2019,Expired,156
China,2006,Family,2019,Valid visa,716
China,2006,Family,2020,Expired,158
China,2006,Family,2020,Valid visa,714
China,2007,Family,2007,Expired,7
China,2007,Family,2007,Valid visa,884
China,2007,Family,2008,Expired,15
China,2007,Family,2008,Valid visa,876
China,2007,Family,2009,Expired,127
China,2007,Family,2009,Valid visa,764
China,2007,Family,2010,Expired,138
China,2007,Family,2010,Valid visa,753
China,2007,Family,2011,Expired,163
China,2007,Family,2011,Valid visa,728
China,2007,Family,2012,Expired,168
China,2007,Family,2012,Valid visa,723
China,2007,Family,2013,Expired,169
China,2007,Family,2013,Valid visa,722
China,2007,Family,2014,Expired,171
China,2007,Family,2014,Valid visa,720
China,2007,Family,2015,Expired,171
China,2007,Family,2015,Valid visa,720
China,2007,Family,2016,Expired,171
China,2007,Family,2016,Valid visa,720
China,2007,Family,2017,Expired,174
China,2007,Family,2017,Valid visa,717
China,2007,Family,2018,Expired,174
China,2007,Family,2018,Valid visa,717
China,2007,Family,2019,Expired,174
China,2007,Family,2019,Valid visa,717
China,2007,Family,2020,Expired,176
China,2007,Family,2020,Valid visa,715
China,2008,Family,2008,Expired,3
China,2008,Family,2008,Valid visa,867
China,2008,Family,2009,Expired,13
China,2008,Family,2009,Valid visa,857
China,2008,Family,2010,Expired,76
China,2008,Family,2010,Valid visa,794
China,2008,Family,2011,Expired,109
China,2008,Family,2011,Valid visa,761
China,2008,Family,2012,Expired,122
China,2008,Family,2012,Valid visa,748
China,2008,Family,2013,Expired,124
China,2008,Family,2013,Valid visa,746
China,2008,Family,2014,Expired,124
China,2008,Family,2014,Valid visa,746
China,2008,Family,2015,Expired,125
China,2008,Family,2015,Valid visa,745
China,2008,Family,2016,Expired,125
China,2008,Family,2016,Valid visa,745
China,2008,Family,2017,Expired,133
China,2008,Family,2017,Valid visa,737
China,2008,Family,2018,Expired,135
China,2008,Family,2018,Valid visa,735
China,2008,Family,2019,Expired,136
China,2008,Family,2019,Valid visa,734
China,2008,Family,2020,Expired,141
China,2008,Family,2020,Valid visa,729
China,2009,Family,2009,Expired,14
China,2009,Family,2009,Valid visa,813
China,2009,Family,2010,Expired,22
China,2009,Family,2010,Valid visa,805
China,2009,Family,2011,Expired,109
China,2009,Family,2011,Valid visa,718
China,2009,Family,2012,Expired,145
China,2009,Family,2012,Valid visa,682
China,2009,Family,2013,Expired,149
China,2009,Family,2013,Valid visa,678
China,2009,Family,2014,Expired,150
China,2009,Family,2014,Valid visa,677
China,2009,Family,2015,Expired,152
China,2009,Family,2015,Valid visa,675
China,2009,Family,2016,Expired,153
China,2009,Family,2016,Valid visa,674
China,2009,Family,2017,Expired,155
China,2009,Family,2017,Valid visa,672
China,2009,Family,2018,Expired,156
China,2009,Family,2018,Valid visa,671
China,2009,Family,2019,Expired,157
China,2009,Family,2019,Valid visa,670
China,2009,Family,2020,Expired,160
China,2009,Family,2020,Valid visa,667
China,2010,Family,2010,Expired,2
China,2010,Family,2010,Valid visa,950
China,2010,Family,2011,Expired,11
China,2010,Family,2011,Valid visa,941
China,2010,Family,2012,Expired,78
China,2010,Family,2012,Valid visa,874
China,2010,Family,2013,Expired,106
China,2010,Family,2013,Valid visa,846
China,2010,Family,2014,Expired,110
China,2010,Family,2014,Valid visa,842
China,2010,Family,2015,Expired,116
China,2010,Family,2015,Valid visa,836
China,2010,Family,2016,Expired,117
China,2010,Family,2016,Valid visa,835
China,2010,Family,2017,Expired,119
China,2010,Family,2017,Valid visa,833
China,2010,Family,2018,Expired,121
China,2010,Family,2018,Valid visa,831
China,2010,Family,2019,Expired,123
China,2010,Family,2019,Valid visa,829
China,2010,Family,2020,Expired,136
China,2010,Family,2020,Valid visa,816
China,2011,Family,2011,Expired,8
China,2011,Family,2011,Valid visa,710
China,2011,Family,2012,Expired,9
China,2011,Family,2012,Valid visa,709
China,2011,Family,2013,Expired,49
China,2011,Family,2013,Valid visa,669
China,2011,Family,2014,Expired,64
China,2011,Family,2014,Valid visa,654
China,2011,Family,2015,Expired,67
China,2011,Family,2015,Valid visa,651
China,2011,Family,2016,Expired,69
China,2011,Family,2016,Valid visa,649
China,2011,Family,2017,Expired,70
China,2011,Family,2017,Valid visa,648
China,2011,Family,2018,Expired,70
China,2011,Family,2018,Valid visa,648
China,2011,Family,2019,Expired,74
China,2011,Family,2019,Valid visa,644
China,2011,Family,2020,Expired,76
China,2011,Family,2020,Valid visa,642
China,2012,Family,2012,Expired,3
China,2012,Family,2012,Valid visa,743
China,2012,Family,2013,Expired,5
China,2012,Family,2013,Valid visa,741
China,2012,Family,2014,Expired,42
China,2012,Family,2014,Valid visa,704
China,2012,Family,2015,Expired,54
China,2012,Family,2015,Valid visa,692
China,2012,Family,2016,Expired,63
China,2012,Family,2016,Valid visa,683
China,2012,Family,2017,Expired,68
China,2012,Family,2017,Valid visa,678
China,2012,Family,2018,Expired,69
China,2012,Family,2018,Valid visa,677
China,2012,Family,2019,Expired,72
China,2012,Family,2019,Valid visa,674
China,2012,Family,2020,Expired,82
China,2012,Family,2020,Valid visa,664
China,2013,Family,2013,Expired,0
China,2013,Family,2013,Valid visa,717
China,2013,Family,2014,Expired,2
China,2013,Family,2014,Valid visa,715
China,2013,Family,2015,Expired,20
China,2013,Family,2015,Valid visa,697
China,2013,Family,2016,Expired,65
China,2013,Family,2016,Valid visa,652
China,2013,Family,2017,Expired,67
China,2013,Family,2017,Valid visa,650
China,2013,Family,2018,Expired,82
China,2013,Family,2018,Valid visa,635
China,2013,Family,2019,Expired,95
China,2013,Family,2019,Valid visa,622
China,2013,Family,2020,Expired,105
China,2013,Family,2020,Valid visa,612
China,2014,Family,2014,Expired,4
China,2014,Family,2014,Valid visa,849
China,2014,Family,2015,Expired,4
China,2014,Family,2015,Valid visa,849
China,2014,Family,2016,Expired,27
China,2014,Family,2016,Valid visa,826
China,2014,Family,2017,Expired,81
China,2014,Family,2017,Valid visa,772
China,2014,Family,2018,Expired,82
China,2014,Family,2018,Valid visa,771
China,2014,Family,2019,Expired,102
China,2014,Family,2019,Valid visa,751
China,2014,Family,2020,Expired,135
China,2014,Family,2020,Valid visa,718
China,2015,Family,2015,Expired,4
China,2015,Family,2015,Valid visa,943
China,2015,Family,2016,Expired,8
China,2015,Family,2016,Valid visa,939
China,2015,Family,2017,Expired,27
China,2015,Family,2017,Valid visa,920
China,2015,Family,2018,Expired,84
China,2015,Family,2018,Valid visa,863
China,2015,Family,2019,Expired,85
China,2015,Family,2019,Valid visa,862
China,2015,Family,2020,Expired,276
China,2015,Family,2020,Valid visa,671
China,2016,Family,2016,Expired,0
China,2016,Family,2016,Valid visa,761
China,2016,Family,2017,Expired,0
China,2016,Family,2017,Valid visa,761
China,2016,Family,2018,Expired,17
China,2016,Family,2018,Valid visa,744
China,2016,Family,2019,Expired,72
China,2016,Family,2019,Valid visa,689
China,2016,Family,2020,Expired,74
China,2016,Family,2020,Valid visa,687
China,2017,Family,2017,Expired,6
China,2017,Family,2017,Valid visa,778
China,2017,Family,2018,Expired,8
China,2017,Family,2018,Valid visa,776
China,2017,Family,2019,Expired,19
China,2017,Family,2019,Valid visa,765
China,2017,Family,2020,Expired,119
China,2017,Family,2020,Valid visa,665
China,2018,Family,2018,Expired,4
China,2018,Family,2018,Valid visa,746
China,2018,Family,2019,Expired,11
China,2018,Family,2019,Valid visa,739
China,2018,Family,2020,Expired,72
China,2018,Family,2020,Valid visa,678
China,2019,Family,2019,Expired,5
China,2019,Family,2019,Valid visa,1077
China,2019,Family,2020,Expired,15
China,2019,Family,2020,Valid visa,1067
China,2020,Family,2020,Expired,2
China,2020,Family,2020,Valid visa,466
China,2004,Study,2004,Expired,972
China,2004,Study,2004,Valid visa,19042
China,2004,Study,2005,Expired,2603
China,2004,Study,2005,Valid visa,17411
China,2004,Study,2006,Expired,9006
China,2004,Study,2006,Valid visa,11008
China,2004,Study,2007,Expired,11734
China,2004,Study,2007,Valid visa,8280
China,2004,Study,2008,Expired,13496
China,2004,Study,2008,Valid visa,6518
China,2004,Study,2009,Expired,15013
China,2004,Study,2009,Valid visa,5001
China,2004,Study,2010,Expired,16109
China,2004,Study,2010,Valid visa,3905
China,2004,Study,2011,Expired,16872
China,2004,Study,2011,Valid visa,3142
China,2004,Study,2012,Expired,17363
China,2004,Study,2012,Valid visa,2651
China,2004,Study,2013,Expired,17664
China,2004,Study,2013,Valid visa,2350
China,2004,Study,2014,Expired,17764
China,2004,Study,2014,Valid visa,2250
China,2004,Study,2015,Expired,17802
China,2004,Study,2015,Valid visa,2212
China,2004,Study,2016,Expired,17833
China,2004,Study,2016,Valid visa,2181
China,2004,Study,2017,Expired,17837
China,2004,Study,2017,Valid visa,2177
China,2004,Study,2018,Expired,17843
China,2004,Study,2018,Valid visa,2171
China,2004,Study,2019,Expired,17848
China,2004,Study,2019,Valid visa,2166
China,2004,Study,2020,Expired,17880
China,2004,Study,2020,Valid visa,2134
China,2005,Study,2005,Expired,364
China,2005,Study,2005,Valid visa,16497
China,2005,Study,2006,Expired,1981
China,2005,Study,2006,Valid visa,14880
China,2005,Study,2007,Expired,7080
China,2005,Study,2007,Valid visa,9781
China,2005,Study,2008,Expired,9552
China,2005,Study,2008,Valid visa,7309
China,2005,Study,2009,Expired,11387
China,2005,Study,2009,Valid visa,5474
China,2005,Study,2010,Expired,12622
China,2005,Study,2010,Valid visa,4239
China,2005,Study,2011,Expired,13618
China,2005,Study,2011,Valid visa,3243
China,2005,Study,2012,Expired,14335
China,2005,Study,2012,Valid visa,2526
China,2005,Study,2013,Expired,14816
China,2005,Study,2013,Valid visa,2045
China,2005,Study,2014,Expired,15017
China,2005,Study,2014,Valid visa,1844
China,2005,Study,2015,Expired,15086
China,2005,Study,2015,Valid visa,1775
China,2005,Study,2016,Expired,15120
China,2005,Study,2016,Valid visa,1741
China,2005,Study,2017,Expired,15136
China,2005,Study,2017,Valid visa,1725
China,2005,Study,2018,Expired,15145
China,2005,Study,2018,Valid visa,1716
China,2005,Study,2019,Expired,15151
China,2005,Study,2019,Valid visa,1710
China,2005,Study,2020,Expired,15185
China,2005,Study,2020,Valid visa,1676
China,2006,Study,2006,Expired,813
China,2006,Study,2006,Valid visa,18828
China,2006,Study,2007,Expired,2883
China,2006,Study,2007,Valid visa,16758
China,2006,Study,2008,Expired,7993
China,2006,Study,2008,Valid visa,11648
China,2006,Study,2009,Expired,11223
China,2006,Study,2009,Valid visa,8418
China,2006,Study,2010,Expired,13351
China,2006,Study,2010,Valid visa,6290
China,2006,Study,2011,Expired,15069
China,2006,Study,2011,Valid visa,4572
China,2006,Study,2012,Expired,16246
China,2006,Study,2012,Valid visa,3395
China,2006,Study,2013,Expired,17100
China,2006,Study,2013,Valid visa,2541
China,2006,Study,2014,Expired,17581
China,2006,Study,2014,Valid visa,2060
China,2006,Study,2015,Expired,17742
China,2006,Study,2015,Valid visa,1899
China,2006,Study,2016,Expired,17821
China,2006,Study,2016,Valid visa,1820
China,2006,Study,2017,Expired,17857
China,2006,Study,2017,Valid visa,1784
China,2006,Study,2018,Expired,17873
China,2006,Study,2018,Valid visa,1768
China,2006,Study,2019,Expired,17887
China,2006,Study,2019,Valid visa,1754
China,2006,Study,2020,Expired,17949
China,2006,Study,2020,Valid visa,1692
China,2007,Study,2007,Expired,1038
China,2007,Study,2007,Valid visa,21444
China,2007,Study,2008,Expired,3268
China,2007,Study,2008,Valid visa,19214
China,2007,Study,2009,Expired,8944
China,2007,Study,2009,Valid visa,13538
China,2007,Study,2010,Expired,12253
China,2007,Study,2010,Valid visa,10229
China,2007,Study,2011,Expired,15213
China,2007,Study,2011,Valid visa,7269
China,2007,Study,2012,Expired,17140
China,2007,Study,2012,Valid visa,5342
China,2007,Study,2013,Expired,18631
China,2007,Study,2013,Valid visa,3851
China,2007,Study,2014,Expired,19655
China,2007,Study,2014,Valid visa,2827
China,2007,Study,2015,Expired,20090
China,2007,Study,2015,Valid visa,2392
China,2007,Study,2016,Expired,20293
China,2007,Study,2016,Valid visa,2189
China,2007,Study,2017,Expired,20385
China,2007,Study,2017,Valid visa,2097
China,2007,Study,2018,Expired,20420
China,2007,Study,2018,Valid visa,2062
China,2007,Study,2019,Expired,20442
China,2007,Study,2019,Valid visa,2040
China,2007,Study,2020,Expired,20539
China,2007,Study,2020,Valid visa,1943
China,2008,Study,2008,Expired,546
China,2008,Study,2008,Valid visa,25782
China,2008,Study,2009,Expired,3384
China,2008,Study,2009,Valid visa,22944
China,2008,Study,2010,Expired,10284
China,2008,Study,2010,Valid visa,16044
China,2008,Study,2011,Expired,14090
China,2008,Study,2011,Valid visa,12238
China,2008,Study,2012,Expired,17720
China,2008,Study,2012,Valid visa,8608
China,2008,Study,2013,Expired,20373
China,2008,Study,2013,Valid visa,5955
China,2008,Study,2014,Expired,22252
China,2008,Study,2014,Valid visa,4076
China,2008,Study,2015,Expired,23161
China,2008,Study,2015,Valid visa,3167
China,2008,Study,2016,Expired,23700
China,2008,Study,2016,Valid visa,2628
China,2008,Study,2017,Expired,23934
China,2008,Study,2017,Valid visa,2394
China,2008,Study,2018,Expired,24041
China,2008,Study,2018,Valid visa,2287
China,2008,Study,2019,Expired,24102
China,2008,Study,2019,Valid visa,2226
China,2008,Study,2020,Expired,24323
China,2008,Study,2020,Valid visa,2005
China,2009,Study,2009,Expired,448
China,2009,Study,2009,Valid visa,33638
China,2009,Study,2010,Expired,5831
China,2009,Study,2010,Valid visa,28255
China,2009,Study,2011,Expired,13836
China,2009,Study,2011,Valid visa,20250
China,2009,Study,2012,Expired,19257
China,2009,Study,2012,Valid visa,14829
China,2009,Study,2013,Expired,24302
China,2009,Study,2013,Valid visa,9784
China,2009,Study,2014,Expired,27534
China,2009,Study,2014,Valid visa,6552
China,2009,Study,2015,Expired,29259
China,2009,Study,2015,Valid visa,4827
China,2009,Study,2016,Expired,30364
China,2009,Study,2016,Valid visa,3722
China,2009,Study,2017,Expired,30857
China,2009,Study,2017,Valid visa,3229
China,2009,Study,2018,Expired,31110
China,2009,Study,2018,Valid visa,2976
China,2009,Study,2019,Expired,31233
China,2009,Study,2019,Valid visa,2853
China,2009,Study,2020,Expired,31560
China,2009,Study,2020,Valid visa,2526
China,2010,Study,2010,Expired,570
China,2010,Study,2010,Valid visa,37051
China,2010,Study,2011,Expired,4727
China,2010,Study,2011,Valid visa,32894
China,2010,Study,2012,Expired,15764
China,2010,Study,2012,Valid visa,21857
China,2010,Study,2013,Expired,23170
China,2010,Study,2013,Valid visa,14451
China,2010,Study,2014,Expired,29121
China,2010,Study,2014,Valid visa,8500
China,2010,Study,2015,Expired,31553
China,2010,Study,2015,Valid visa,6068
China,2010,Study,2016,Expired,33329
China,2010,Study,2016,Valid visa,4292
China,2010,Study,2017,Expired,34222
China,2010,Study,2017,Valid visa,3399
China,2010,Study,2018,Expired,34677
China,2010,Study,2018,Valid visa,2944
China,2010,Study,2019,Expired,34939
China,2010,Study,2019,Valid visa,2682
China,2010,Study,2020,Expired,35385
China,2010,Study,2020,Valid visa,2236
China,2011,Study,2011,Expired,408
China,2011,Study,2011,Valid visa,41373
China,2011,Study,2012,Expired,4186
China,2011,Study,2012,Valid visa,37595
China,2011,Study,2013,Expired,21829
China,2011,Study,2013,Valid visa,19952
China,2011,Study,2014,Expired,29473
China,2011,Study,2014,Valid visa,12308
China,2011,Study,2015,Expired,33621
China,2011,Study,2015,Valid visa,8160
China,2011,Study,2016,Expired,36230
China,2011,Study,2016,Valid visa,5551
China,2011,Study,2017,Expired,37917
China,2011,Study,2017,Valid visa,3864
China,2011,Study,2018,Expired,38834
China,2011,Study,2018,Valid visa,2947
China,2011,Study,2019,Expired,39329
China,2011,Study,2019,Valid visa,2452
China,2011,Study,2020,Expired,39917
China,2011,Study,2020,Valid visa,1864
China,2012,Study,2012,Expired,429
China,2012,Study,2012,Valid visa,43317
China,2012,Study,2013,Expired,4082
China,2012,Study,2013,Valid visa,39664
China,2012,Study,2014,Expired,23972
China,2012,Study,2014,Valid visa,19774
China,2012,Study,2015,Expired,31267
China,2012,Study,2015,Valid visa,12479
China,2012,Study,2016,Expired,35672
China,2012,Study,2016,Valid visa,8074
China,2012,Study,2017,Expired,38040
China,2012,Study,2017,Valid visa,5706
China,2012,Study,2018,Expired,39758
China,2012,Study,2018,Valid visa,3988
China,2012,Study,2019,Expired,40674
China,2012,Study,2019,Valid visa,3072
China,2012,Study,2020,Expired,41559
China,2012,Study,2020,Valid visa,2187
China,2013,Study,2013,Expired,478
China,2013,Study,2013,Valid visa,45897
China,2013,Study,2014,Expired,4598
China,2013,Study,2014,Valid visa,41777
China,2013,Study,2015,Expired,26385
China,2013,Study,2015,Valid visa,19990
China,2013,Study,2016,Expired,33557
China,2013,Study,2016,Valid visa,12818
China,2013,Study,2017,Expired,37814
China,2013,Study,2017,Valid visa,8561
China,2013,Study,2018,Expired,40215
China,2013,Study,2018,Valid visa,6160
China,2013,Study,2019,Expired,41990
China,2013,Study,2019,Valid visa,4385
China,2013,Study,2020,Expired,43470
China,2013,Study,2020,Valid visa,2905
China,2014,Study,2014,Expired,639
China,2014,Study,2014,Valid visa,48098
China,2014,Study,2015,Expired,5033
China,2014,Study,2015,Valid visa,43704
China,2014,Study,2016,Expired,27936
China,2014,Study,2016,Valid visa,20801
China,2014,Study,2017,Expired,35095
China,2014,Study,2017,Valid visa,13642
China,2014,Study,2018,Expired,39376
China,2014,Study,2018,Valid visa,9361
China,2014,Study,2019,Expired,41991
China,2014,Study,2019,Valid visa,6746
China,2014,Study,2020,Expired,44581
China,2014,Study,2020,Valid visa,4156
China,2015,Study,2015,Expired,589
China,2015,Study,2015,Valid visa,50565
China,2015,Study,2016,Expired,5458
China,2015,Study,2016,Valid visa,45696
China,2015,Study,2017,Expired,30142
China,2015,Study,2017,Valid visa,21012
China,2015,Study,2018,Expired,36971
China,2015,Study,2018,Valid visa,14183
China,2015,Study,2019,Expired,41344
China,2015,Study,2019,Valid visa,9810
China,2015,Study,2020,Expired,44738
China,2015,Study,2020,Valid visa,6416
China,2016,Study,2016,Expired,500
China,2016,Study,2016,Valid visa,54309
China,2016,Study,2017,Expired,5298
China,2016,Study,2017,Valid visa,49511
China,2016,Study,2018,Expired,31584
China,2016,Study,2018,Valid visa,23225
China,2016,Study,2019,Expired,39477
China,2016,Study,2019,Valid visa,15332
China,2016,Study,2020,Expired,45864
China,2016,Study,2020,Valid visa,8945
China,2017,Study,2017,Expired,500
China,2017,Study,2017,Valid visa,63236
China,2017,Study,2018,Expired,5720
China,2017,Study,2018,Valid visa,58016
China,2017,Study,2019,Expired,38295
China,2017,Study,2019,Valid visa,25441
China,2017,Study,2020,Expired,48506
China,2017,Study,2020,Valid visa,15230
China,2018,Study,2018,Expired,457
China,2018,Study,2018,Valid visa,71330
China,2018,Study,2019,Expired,4994
China,2018,Study,2019,Valid visa,66793
China,2018,Study,2020,Expired,45720
China,2018,Study,2020,Valid visa,26067
China,2019,Study,2019,Expired,620
China,2019,Study,2019,Valid visa,87994
China,2019,Study,2020,Expired,11760
China,2019,Study,2020,Valid visa,76854
China,2020,Study,2020,Expired,570
China,2020,Study,2020,Valid visa,53970
China,2004,Work,2004,Expired,171
China,2004,Work,2004,Valid visa,3112
China,2004,Work,2005,Expired,685
China,2004,Work,2005,Valid visa,2598
China,2004,Work,2006,Expired,898
China,2004,Work,2006,Valid visa,2385
China,2004,Work,2007,Expired,1082
China,2004,Work,2007,Valid visa,2201
China,2004,Work,2008,Expired,1228
China,2004,Work,2008,Valid visa,2055
China,2004,Work,2009,Expired,1504
China,2004,Work,2009,Valid visa,1779
China,2004,Work,2010,Expired,1545
China,2004,Work,2010,Valid visa,1738
China,2004,Work,2011,Expired,1568
China,2004,Work,2011,Valid visa,1715
China,2004,Work,2012,Expired,1578
China,2004,Work,2012,Valid visa,1705
China,2004,Work,2013,Expired,1592
China,2004,Work,2013,Valid visa,1691
China,2004,Work,2014,Expired,1595
China,2004,Work,2014,Valid visa,1688
China,2004,Work,2015,Expired,1595
China,2004,Work,2015,Valid visa,1688
China,2004,Work,2016,Expired,1596
China,2004,Work,2016,Valid visa,1687
China,2004,Work,2017,Expired,1596
China,2004,Work,2017,Valid visa,1687
China,2004,Work,2018,Expired,1597
China,2004,Work,2018,Valid visa,1686
China,2004,Work,2019,Expired,1597
China,2004,Work,2019,Valid visa,1686
China,2004,Work,2020,Expired,1604
China,2004,Work,2020,Valid visa,1679
China,2005,Work,2005,Expired,408
China,2005,Work,2005,Valid visa,3715
China,2005,Work,2006,Expired,1087
China,2005,Work,2006,Valid visa,3036
China,2005,Work,2007,Expired,1380
China,2005,Work,2007,Valid visa,2743
China,2005,Work,2008,Expired,1612
China,2005,Work,2008,Valid visa,2511
China,2005,Work,2009,Expired,1792
China,2005,Work,2009,Valid visa,2331
China,2005,Work,2010,Expired,2136
China,2005,Work,2010,Valid visa,1987
China,2005,Work,2011,Expired,2189
China,2005,Work,2011,Valid visa,1934
China,2005,Work,2012,Expired,2265
China,2005,Work,2012,Valid visa,1858
China,2005,Work,2013,Expired,2288
China,2005,Work,2013,Valid visa,1835
China,2005,Work,2014,Expired,2293
China,2005,Work,2014,Valid visa,1830
China,2005,Work,2015,Expired,2296
China,2005,Work,2015,Valid visa,1827
China,2005,Work,2016,Expired,2298
China,2005,Work,2016,Valid visa,1825
China,2005,Work,2017,Expired,2299
China,2005,Work,2017,Valid visa,1824
China,2005,Work,2018,Expired,2300
China,2005,Work,2018,Valid visa,1823
China,2005,Work,2019,Expired,2300
China,2005,Work,2019,Valid visa,1823
China,2005,Work,2020,Expired,2307
China,2005,Work,2020,Valid visa,1816
China,2006,Work,2006,Expired,755
China,2006,Work,2006,Valid visa,4944
China,2006,Work,2007,Expired,1801
China,2006,Work,2007,Valid visa,3898
China,2006,Work,2008,Expired,2163
