ModelYear	Year	Ethnicity	Sex	ROB	Age	Value	ShortTerm
0	2011	0	0	1	33	217123.00	0.00
0	2011	0	0	1	34	219598.00	0.00
0	2011	0	0	1	35	226944.00	0.00
0	2011	0	0	1	36	240476.00	0.00
0	2011	0	0	1	37	250710.00	0.00
0	2011	0	0	1	38	270129.00	0.00
0	2011	0	0	1	39	289765.00	0.00
0	2011	0	0	1	40	295298.00	0.00
0	2011	0	0	1	41	292385.00	0.00
0	2011	0	0	1	42	303599.00	0.00
0	2011	0	0	1	43	307301.00	0.00
0	2011	0	0	1	44	318349.00	0.00
0	2011	0	0	1	45	319085.00	0.00
0	2011	0	0	1	46	324497.00	0.00
0	2011	0	0	1	47	320048.00	0.00
0	2011	0	0	1	48	315877.00	0.00
0	2011	0	0	1	49	310437.00	0.00
0	2011	0	0	1	50	300999.00	0.00
0	2011	0	0	1	51	287813.00	0.00
0	2011	0	0	1	52	285458.00	0.00
0	2011	0	0	1	53	281584.00	0.00
0	2011	0	0	1	54	269427.00	0.00
0	2011	0	0	1	55	260068.00	0.00
0	2011	0	0	1	56	255356.00	0.00
0	2011	0	0	1	57	260162.00	0.00
0	2011	0	0	1	58	253416.00	0.00
0	2011	0	0	1	59	252341.00	0.00
0	2011	0	0	1	60	255280.00	0.00
0	2011	0	0	1	61	265392.00	0.00
0	2011	0	0	1	62	275362.00	0.00
0	2011	0	0	1	63	303075.00	0.00
0	2011	0	0	1	64	308213.00	0.00
0	2011	0	0	1	65	232305.00	0.00
0	2011	0	0	1	66	247030.00	0.00
0	2011	0	0	1	67	228435.00	0.00
0	2011	0	0	1	68	213807.00	0.00
0	2011	0	0	1	69	182962.00	0.00
0	2011	0	0	1	70	173269.00	0.00
0	2011	0	0	1	71	180105.00	0.00
0	2011	0	0	1	72	176254.00	0.00
0	2011	0	0	1	73	170202.00	0.00
0	2011	0	0	1	74	161422.00	0.00
0	2011	0	0	1	75	151647.00	0.00
0	2011	0	0	1	76	144117.00	0.00
0	2011	0	0	1	77	132669.00	0.00
0	2011	0	0	1	78	127923.00	0.00
0	2011	0	0	1	79	121550.00	0.00
0	2011	0	0	1	80	115273.00	0.00
0	2011	0	0	1	81	103663.00	0.00
0	2011	0	0	1	82	93582.00	0.00
0	2011	0	0	1	83	82716.00	0.00
0	2011	0	0	1	84	75425.00	0.00
0	2011	0	0	1	85	66078.00	0.00
0	2011	0	0	1	86	56401.00	0.00
0	2011	0	0	1	87	48755.00	0.00
0	2011	0	0	1	88	41343.00	0.00
0	2011	0	0	1	89	36650.00	0.00
0	2011	0	0	1	90	31116.00	0.00
0	2011	0	0	1	91	22031.00	0.00
0	2011	0	0	1	92	12372.00	0.00
0	2011	0	0	1	93	8892.00	0.00
0	2011	0	0	1	94	7704.00	0.00
0	2011	0	0	1	95	5631.00	0.00
0	2011	0	0	1	96	4235.00	0.00
0	2011	0	0	1	97	2766.00	0.00
0	2011	0	0	1	98	1863.00	0.00
0	2011	0	0	1	99	1061.00	0.00
0	2011	0	0	1	100	1598.00	0.00
0	2011	0	0	1	101	0.00	0.00
0	2011	0	0	1	102	0.00	0.00
0	2011	0	0	1	103	0.00	0.00
0	2011	0	0	1	104	0.00	0.00
0	2011	0	0	1	105	0.00	0.00
0	2011	0	0	1	106	0.00	0.00
0	2011	0	0	1	107	0.00	0.00
0	2011	0	0	1	108	0.00	0.00
0	2011	0	0	1	109	0.00	0.00
0	2011	0	0	1	110	0.00	0.00
0	2011	0	0	1	111	0.00	0.00
0	2011	0	0	1	112	0.00	0.00
0	2011	0	0	1	113	0.00	0.00
0	2011	0	0	1	114	0.00	0.00
0	2011	0	0	1	115	0.00	0.00
0	2011	0	0	1	116	0.00	0.00
0	2011	0	0	1	117	0.00	0.00
0	2011	0	0	1	118	0.00	0.00
0	2011	0	0	1	119	0.00	0.00
0	2011	0	0	1	120	0.00	0.00
0	2011	0	1	0	0	1931.00	0.00
0	2011	0	1	0	1	4015.00	0.00
0	2011	0	1	0	2	5279.00	0.00
0	2011	0	1	0	3	6271.00	0.00
0	2011	0	1	0	4	7239.00	0.00
0	2011	0	1	0	5	8023.00	0.00
0	2011	0	1	0	6	8088.00	0.00
0	2011	0	1	0	7	8463.00	0.00
0	2011	0	1	0	8	8281.00	0.00
0	2011	0	1	0	9	8272.00	0.00
0	2011	0	1	0	10	8705.00	0.00
0	2011	0	1	0	11	8830.00	0.00
0	2011	0	1	0	12	9161.00	0.00
0	2011	0	1	0	13	9593.00	0.00
0	2011	0	1	0	14	9681.00	0.00
0	2011	0	1	0	15	9908.00	0.00
0	2011	0	1	0	16	9976.00	0.00
0	2011	0	1	0	17	10712.00	0.00
0	2011	0	1	0	18	12741.00	0.00
0	2011	0	1	0	19	17425.00	0.00
0	2011	0	1	0	20	20828.00	0.00
0	2011	0	1	0	21	23176.00	0.00
0	2011	0	1	0	22	26709.00	0.00
0	2011	0	1	0	23	32009.00	0.00
0	2011	0	1	0	24	37963.00	0.00
0	2011	0	1	0	25	43152.00	0.00
0	2011	0	1	0	26	47483.00	0.00
0	2011	0	1	0	27	50765.00	0.00
0	2011	0	1	0	28	53229.00	0.00
0	2011	0	1	0	29	53223.00	0.00
0	2011	0	1	0	30	51218.00	0.00
0	2011	0	1	0	31	49518.00	0.00
0	2011	0	1	0	32	46334.00	0.00
0	2011	0	1	0	33	43502.00	0.00
0	2011	0	1	0	34	41256.00	0.00
0	2011	0	1	0	35	38761.00	0.00
0	2011	0	1	0	36	36902.00	0.00
0	2011	0	1	0	37	34707.00	0.00
0	2011	0	1	0	38	32740.00	0.00
0	2011	0	1	0	39	31750.00	0.00
0	2011	0	1	0	40	30627.00	0.00
0	2011	0	1	0	41	28321.00	0.00
0	2011	0	1	0	42	27629.00	0.00
0	2011	0	1	0	43	26157.00	0.00
0	2011	0	1	0	44	25433.00	0.00
0	2011	0	1	0	45	24455.00	0.00
0	2011	0	1	0	46	23920.00	0.00
0	2011	0	1	0	47	23728.00	0.00
0	2011	0	1	0	48	22478.00	0.00
0	2011	0	1	0	49	21488.00	0.00
0	2011	0	1	0	50	21358.00	0.00
0	2011	0	1	0	51	20629.00	0.00
0	2011	0	1	0	52	20040.00	0.00
0	2011	0	1	0	53	19599.00	0.00
0	2011	0	1	0	54	18800.00	0.00
0	2011	0	1	0	55	18523.00	0.00
0	2011	0	1	0	56	17959.00	0.00
0	2011	0	1	0	57	17599.00	0.00
0	2011	0	1	0	58	17615.00	0.00
0	2011	0	1	0	59	17014.00	0.00
0	2011	0	1	0	60	16892.00	0.00
0	2011	0	1	0	61	17215.00	0.00
0	2011	0	1	0	62	17484.00	0.00
0	2011	0	1	0	63	17873.00	0.00
0	2011	0	1	0	64	17044.00	0.00
0	2011	0	1	0	65	14366.00	0.00
0	2011	0	1	0	66	14069.00	0.00
0	2011	0	1	0	67	14054.00	0.00
0	2011	0	1	0	68	13247.00	0.00
0	2011	0	1	0	69	13100.00	0.00
0	2011	0	1	0	70	12719.00	0.00
0	2011	0	1	0	71	13041.00	0.00
0	2011	0	1	0	72	12593.00	0.00
0	2011	0	1	0	73	12231.00	0.00
0	2011	0	1	0	74	12255.00	0.00
0	2011	0	1	0	75	11915.00	0.00
0	2011	0	1	0	76	11281.00	0.00
0	2011	0	1	0	77	10728.00	0.00
0	2011	0	1	0	78	10439.00	0.00
0	2011	0	1	0	79	10351.00	0.00
0	2011	0	1	0	80	10658.00	0.00
0	2011	0	1	0	81	10760.00	0.00
0	2011	0	1	0	82	10345.00	0.00
0	2011	0	1	0	83	9907.00	0.00
0	2011	0	1	0	84	9477.00	0.00
0	2011	0	1	0	85	8556.00	0.00
0	2011	0	1	0	86	7844.00	0.00
0	2011	0	1	0	87	6689.00	0.00
0	2011	0	1	0	88	5548.00	0.00
0	2011	0	1	0	89	4698.00	0.00
0	2011	0	1	0	90	3913.00	0.00
0	2011	0	1	0	91	2854.00	0.00
0	2011	0	1	0	92	1844.00	0.00
0	2011	0	1	0	93	1410.00	0.00
0	2011	0	1	0	94	1064.00	0.00
0	2011	0	1	0	95	846.00	0.00
0	2011	0	1	0	96	757.00	0.00
0	2011	0	1	0	97	487.00	0.00
0	2011	0	1	0	98	351.00	0.00
0	2011	0	1	0	99	220.00	0.00
0	2011	0	1	0	100	331.00	0.00
0	2011	0	1	0	101	0.00	0.00
0	2011	0	1	0	102	0.00	0.00
0	2011	0	1	0	103	0.00	0.00
0	2011	0	1	0	104	0.00	0.00
0	2011	0	1	0	105	0.00	0.00
0	2011	0	1	0	106	0.00	0.00
0	2011	0	1	0	107	0.00	0.00
0	2011	0	1	0	108	0.00	0.00
0	2011	0	1	0	109	0.00	0.00
0	2011	0	1	0	110	0.00	0.00
0	2011	0	1	0	111	0.00	0.00
0	2011	0	1	0	112	0.00	0.00
0	2011	0	1	0	113	0.00	0.00
0	2011	0	1	0	114	0.00	0.00
0	2011	0	1	0	115	0.00	0.00
0	2011	0	1	0	116	0.00	0.00
0	2011	0	1	0	117	0.00	0.00
0	2011	0	1	0	118	0.00	0.00
0	2011	0	1	0	119	0.00	0.00
0	2011	0	1	0	120	0.00	0.00
0	2011	0	1	1	0	249289.00	0.00
0	2011	0	1	1	1	243335.00	0.00
0	2011	0	1	1	2	240072.00	0.00
0	2011	0	1	1	3	237758.00	0.00
0	2011	0	1	1	4	233191.00	0.00
0	2011	0	1	1	5	227005.00	0.00
0	2011	0	1	1	6	217015.00	0.00
0	2011	0	1	1	7	216344.00	0.00
0	2011	0	1	1	8	208691.00	0.00
0	2011	0	1	1	9	210667.00	0.00
0	2011	0	1	1	10	219024.00	0.00
0	2011	0	1	1	11	227105.00	0.00
0	2011	0	1	1	12	234253.00	0.00
0	2011	0	1	1	13	238405.00	0.00
0	2011	0	1	1	14	243873.00	0.00
0	2011	0	1	1	15	247549.00	0.00
0	2011	0	1	1	16	247725.00	0.00
0	2011	0	1	1	17	254459.00	0.00
0	2011	0	1	1	18	257911.00	0.00
0	2011	0	1	1	19	267386.00	0.00
0	2011	0	1	1	20	269001.00	0.00
0	2011	0	1	1	21	258904.00	0.00
0	2011	0	1	1	22	259248.00	0.00
0	2011	0	1	1	23	261138.00	0.00
0	2011	0	1	1	24	252286.00	0.00
0	2011	0	1	1	25	248959.00	0.00
0	2011	0	1	1	26	245241.00	0.00
0	2011	0	1	1	27	239191.00	0.00
0	2011	0	1	1	28	236819.00	0.00
0	2011	0	1	1	29	240245.00	0.00
0	2011	0	1	1	30	246520.00	0.00
0	2011	0	1	1	31	243195.00	0.00
0	2011	0	1	1	32	229366.00	0.00
0	2011	0	1	1	33	216078.00	0.00
0	2011	0	1	1	34	219052.00	0.00
0	2011	0	1	1	35	230246.00	0.00
0	2011	0	1	1	36	242264.00	0.00
0	2011	0	1	1	37	253647.00	0.00
0	2011	0	1	1	38	272014.00	0.00
0	2011	0	1	1	39	292285.00	0.00
0	2011	0	1	1	40	301433.00	0.00
0	2011	0	1	1	41	297422.00	0.00
0	2011	0	1	1	42	310156.00	0.00
0	2011	0	1	1	43	312170.00	0.00
0	2011	0	1	1	44	320492.00	0.00
0	2011	0	1	1	45	325405.00	0.00
0	2011	0	1	1	46	329482.00	0.00
0	2011	0	1	1	47	324189.00	0.00
0	2011	0	1	1	48	319509.00	0.00
0	2011	0	1	1	49	312455.00	0.00
0	2011	0	1	1	50	302393.00	0.00
0	2011	0	1	1	51	288940.00	0.00
0	2011	0	1	1	52	286883.00	0.00
0	2011	0	1	1	53	281591.00	0.00
0	2011	0	1	1	54	271174.00	0.00
0	2011	0	1	1	55	261090.00	0.00
0	2011	0	1	1	56	257710.00	0.00
0	2011	0	1	1	57	262080.00	0.00
0	2011	0	1	1	58	256198.00	0.00
0	2011	0	1	1	59	255718.00	0.00
0	2011	0	1	1	60	258922.00	0.00
0	2011	0	1	1	61	270327.00	0.00
0	2011	0	1	1	62	278999.00	0.00
0	2011	0	1	1	63	308811.00	0.00
0	2011	0	1	1	64	314565.00	0.00
0	2011	0	1	1	65	238855.00	0.00
0	2011	0	1	1	66	254863.00	0.00
0	2011	0	1	1	67	237461.00	0.00
0	2011	0	1	1	68	225331.00	0.00
0	2011	0	1	1	69	195183.00	0.00
0	2011	0	1	1	70	187748.00	0.00
0	2011	0	1	1	71	197350.00	0.00
0	2011	0	1	1	72	194879.00	0.00
0	2011	0	1	1	73	189398.00	0.00
0	2011	0	1	1	74	182703.00	0.00
0	2011	0	1	1	75	175206.00	0.00
0	2011	0	1	1	76	168391.00	0.00
0	2011	0	1	1	77	159430.00	0.00
0	2011	0	1	1	78	157711.00	0.00
0	2011	0	1	1	79	154891.00	0.00
0	2011	0	1	1	80	152490.00	0.00
0	2011	0	1	1	81	141885.00	0.00
0	2011	0	1	1	82	132206.00	0.00
0	2011	0	1	1	83	121187.00	0.00
0	2011	0	1	1	84	115208.00	0.00
0	2011	0	1	1	85	106888.00	0.00
0	2011	0	1	1	86	98052.00	0.00
0	2011	0	1	1	87	90872.00	0.00
0	2011	0	1	1	88	82837.00	0.00
0	2011	0	1	1	89	77749.00	0.00
0	2011	0	1	1	90	71009.00	0.00
0	2011	0	1	1	91	54606.00	0.00
0	2011	0	1	1	92	33803.00	0.00
0	2011	0	1	1	93	25992.00	0.00
0	2011	0	1	1	94	24331.00	0.00
0	2011	0	1	1	95	19073.00	0.00
0	2011	0	1	1	96	15418.00	0.00
0	2011	0	1	1	97	11333.00	0.00
0	2011	0	1	1	98	7793.00	0.00
0	2011	0	1	1	99	5204.00	0.00
0	2011	0	1	1	100	8209.00	0.00
0	2011	0	1	1	101	0.00	0.00
0	2011	0	1	1	102	0.00	0.00
0	2011	0	1	1	103	0.00	0.00
0	2011	0	1	1	104	0.00	0.00
0	2011	0	1	1	105	0.00	0.00
0	2011	0	1	1	106	0.00	0.00
0	2011	0	1	1	107	0.00	0.00
0	2011	0	1	1	108	0.00	0.00
0	2011	0	1	1	109	0.00	0.00
0	2011	0	1	1	110	0.00	0.00
0	2011	0	1	1	111	0.00	0.00
0	2011	0	1	1	112	0.00	0.00
0	2011	0	1	1	113	0.00	0.00
0	2011	0	1	1	114	0.00	0.00
0	2011	0	1	1	115	0.00	0.00
0	2011	0	1	1	116	0.00	0.00
0	2011	0	1	1	117	0.00	0.00
0	2011	0	1	1	118	0.00	0.00
0	2011	0	1	1	119	0.00	0.00
0	2011	0	1	1	120	0.00	0.00
0	2011	1	0	0	0	30.00	0.00
0	2011	1	0	0	1	74.00	2.00
0	2011	1	0	0	2	110.00	2.00
0	2011	1	0	0	3	159.00	4.00
0	2011	1	0	0	4	212.00	1.00
0	2011	1	0	0	5	256.00	5.00
0	2011	1	0	0	6	317.00	3.00
0	2011	1	0	0	7	272.00	4.00
0	2011	1	0	0	8	302.00	2.00
0	2011	1	0	0	9	365.00	3.00
0	2011	1	0	0	10	386.00	3.00
0	2011	1	0	0	11	478.00	5.00
0	2011	1	0	0	12	467.00	11.00
0	2011	1	0	0	13	519.00	10.00
0	2011	1	0	0	14	545.00	9.00
0	2011	1	0	0	15	496.00	89.00
0	2011	1	0	0	16	445.00	197.00
0	2011	1	0	0	17	332.00	373.00
0	2011	1	0	0	18	455.00	394.00
0	2011	1	0	0	19	746.00	416.00
0	2011	1	0	0	20	979.00	597.00
0	2011	1	0	0	21	842.00	960.00
0	2011	1	0	0	22	564.00	1388.00
0	2011	1	0	0	23	596.00	1444.00
0	2011	1	0	0	24	555.00	1494.00
0	2011	1	0	0	25	855.00	1459.00
0	2011	1	0	0	26	1288.00	1351.00
0	2011	1	0	0	27	1484.00	1093.00
0	2011	1	0	0	28	1743.00	1132.00
0	2011	1	0	0	29	1946.00	1099.00
0	2011	1	0	0	30	2219.00	1023.00
0	2011	1	0	0	31	2728.00	774.00
0	2011	1	0	0	32	2861.00	535.00
0	2011	1	0	0	33	3165.00	437.00
0	2011	1	0	0	34	3360.00	427.00
0	2011	1	0	0	35	3399.00	350.00
0	2011	1	0	0	36	3440.00	276.00
0	2011	1	0	0	37	3756.00	217.00
0	2011	1	0	0	38	2924.00	206.00
0	2011	1	0	0	39	3055.00	181.00
0	2011	1	0	0	40	3169.00	174.00
0	2011	1	0	0	41	2956.00	161.00
0	2011	1	0	0	42	2655.00	114.00
0	2011	1	0	0	43	2463.00	92.00
0	2011	1	0	0	44	2107.00	92.00
0	2011	1	0	0	45	1729.00	92.00
0	2011	1	0	0	46	1536.00	66.00
0	2011	1	0	0	47	1798.00	44.00
0	2011	1	0	0	48	1716.00	43.00
0	2011	1	0	0	49	1709.00	24.00
0	2011	1	0	0	50	1483.00	40.00
0	2011	1	0	0	51	1557.00	27.00
0	2011	1	0	0	52	1549.00	13.00
0	2011	1	0	0	53	1434.00	9.00
0	2011	1	0	0	54	1281.00	8.00
0	2011	1	0	0	55	1149.00	7.00
0	2011	1	0	0	56	1011.00	5.00
0	2011	1	0	0	57	839.00	8.00
0	2011	1	0	0	58	718.00	8.00
0	2011	1	0	0	59	486.00	5.00
0	2011	1	0	0	60	329.00	5.00
0	2011	1	0	0	61	296.00	3.00
0	2011	1	0	0	62	242.00	1.00
0	2011	1	0	0	63	226.00	1.00
0	2011	1	0	0	64	228.00	0.00
0	2011	1	0	0	65	251.00	2.00
0	2011	1	0	0	66	302.00	0.00
0	2011	1	0	0	67	354.00	0.00
0	2011	1	0	0	68	480.00	0.00
0	2011	1	0	0	69	461.00	0.00
0	2011	1	0	0	70	689.00	0.00
0	2011	1	0	0	71	677.00	0.00
0	2011	1	0	0	72	616.00	0.00
0	2011	1	0	0	73	680.00	0.00
0	2011	1	0	0	74	701.00	0.00
0	2011	1	0	0	75	555.00	0.00
0	2011	1	0	0	76	453.00	0.00
0	2011	1	0	0	77	346.00	0.00
0	2011	1	0	0	78	365.00	0.00
0	2011	1	0	0	79	351.00	0.00
0	2011	1	0	0	80	298.00	0.00
0	2011	1	0	0	81	266.00	0.00
0	2011	1	0	0	82	135.00	0.00
0	2011	1	0	0	83	153.00	0.00
0	2011	1	0	0	84	114.00	0.00
0	2011	1	0	0	85	49.00	0.00
0	2011	1	0	0	86	51.00	0.00
0	2011	1	0	0	87	24.00	0.00
0	2011	1	0	0	88	22.00	0.00
0	2011	1	0	0	89	25.00	0.00
0	2011	1	0	0	90	18.00	0.00
0	2011	1	0	0	91	16.00	0.00
0	2011	1	0	0	92	7.00	0.00
0	2011	1	0	0	93	5.00	0.00
0	2011	1	0	0	94	3.00	0.00
0	2011	1	0	0	95	2.00	0.00
0	2011	1	0	0	96	4.00	0.00
0	2011	1	0	0	97	2.00	0.00
0	2011	1	0	0	98	0.00	0.00
0	2011	1	0	0	99	1.00	0.00
0	2011	1	0	0	100	0.00	0.00
0	2011	1	0	0	101	0.00	0.00
0	2011	1	0	0	102	0.00	1.00
0	2011	1	0	0	103	0.00	1.00
0	2011	1	0	0	104	0.00	1.00
0	2011	1	0	0	105	0.00	2.00
0	2011	1	0	0	106	0.00	1.00
0	2011	1	0	0	107	0.00	0.00
0	2011	1	0	0	108	0.00	0.00
0	2011	1	0	0	109	0.00	0.00
0	2011	1	0	0	110	0.00	1.00
0	2011	1	0	0	111	0.00	0.00
0	2011	1	0	0	112	0.00	0.00
0	2011	1	0	0	113	0.00	0.00
0	2011	1	0	0	114	0.00	0.00
0	2011	1	0	0	115	0.00	0.00
0	2011	1	0	0	116	0.00	0.00
0	2011	1	0	0	117	0.00	0.00
0	2011	1	0	0	118	0.00	0.00
0	2011	1	0	0	119	0.00	0.00
0	2011	1	0	0	120	0.00	0.00
0	2011	1	0	1	0	4827.00	0.00
0	2011	1	0	1	1	4810.00	0.00
0	2011	1	0	1	2	4760.00	0.00
0	2011	1	0	1	3	5134.00	0.00
0	2011	1	0	1	4	4934.00	0.00
0	2011	1	0	1	5	4936.00	0.00
0	2011	1	0	1	6	4717.00	0.00
0	2011	1	0	1	7	4774.00	0.00
0	2011	1	0	1	8	4732.00	0.00
0	2011	1	0	1	9	4432.00	0.00
0	2011	1	0	1	10	4121.00	0.00
0	2011	1	0	1	11	4018.00	0.00
0	2011	1	0	1	12	4071.00	0.00
0	2011	1	0	1	13	4056.00	0.00
0	2011	1	0	1	14	3762.00	0.00
0	2011	1	0	1	15	3782.00	0.00
0	2011	1	0	1	16	3332.00	0.00
0	2011	1	0	1	17	3112.00	0.00
0	2011	1	0	1	18	2969.00	0.00
0	2011	1	0	1	19	2802.00	0.00
0	2011	1	0	1	20	2868.00	0.00
0	2011	1	0	1	21	2605.00	0.00
0	2011	1	0	1	22	2319.00	0.00
0	2011	1	0	1	23	2370.00	0.00
0	2011	1	0	1	24	2135.00	0.00
0	2011	1	0	1	25	2066.00	0.00
0	2011	1	0	1	26	1929.00	0.00
0	2011	1	0	1	27	1859.00	0.00
0	2011	1	0	1	28	1699.00	0.00
0	2011	1	0	1	29	1435.00	0.00
0	2011	1	0	1	30	1376.00	0.00
0	2011	1	0	1	31	1059.00	0.00
0	2011	1	0	1	32	875.00	0.00
0	2011	1	0	1	33	778.00	0.00
0	2011	1	0	1	34	714.00	0.00
0	2011	1	0	1	35	568.00	0.00
